Detail of Gifts	Item Category	Name of Recipient	Affiliation	Date	Assessed Value	Retention Cost	Retained	Remarks
"One  box  containing
wallet,  ballpoint  and
Tasbeeh"		Mr.  Shaukat  Aziz	Military	23/10/2012	10000	0	Yes	Yes
"One  box  containing
wallet,  ballpoint  and
Pair of cufflinks"		Mr.  Shaukat  Aziz		23/10/2012	10000	0	Yes	Yes
Wrist Watch Charriol	Watch	Mr.  Shaukat  Aziz		31/10/2012	0	15000	Yes	Yes
Wrist Watch Charriol	Watch	Mr.  Shaukat  Aziz		31/10/2012	0	15000	Yes	Yes
"a. Wrist  Watch
‘Seagull'
b. a wooden Screen,
c. a wall Hanging"	Watch	Mr.  Shaukat  Aziz		31/10/2012	26000	3200	Yes	Yes
"Wrist  watch  Baume  &
Mercier  (No.4826480)
(Gents)"	Watch	Mr.  Shaukat  Aziz	Police	02/11/2012	165000	31000	Yes	Yes
"Wrist  watch  Baume  &
Mercier  (No.4895878)
(Gents)"	Watch	Mr.  Shaukat  Aziz	Police	02/11/2012	165000	31000	Yes	Yes
"Wrist  watch  Salvatore
Ferragamo
(No.K11090207)"	Watch	Mr.  Shaukat  Aziz	Police	02/11/2012	45000	7000	Yes	Yes
"Wrist  watch  Salvatore
Ferragamo
(No.K11090176)"	Watch	Mr.  Shaukat  Aziz	Police	02/11/2012	45000	7000	Yes	Yes
"a. One  Wrist  watch
GRAFF
(No.GS45DBPGW)
(Hand  Winding
Clasp)  (18kt  gold
with  diamond
Crown)
b. one model of eagle,
c. One  box  containing
perfumes (12 nos)
d. one book, six coin &
two  currency  notes
of Kuwait two dinar"	Watch	Mr.  Shaukat  Aziz	PPP	05/11/2012	2200000	218000	Yes	Yes
"One  Wrist  watch
BEDAT  &  Co  Geneve
(No.4777)  (Diamond
Bazal)"	Watch	Mr.  Shaukat  Aziz	PPP	05/11/2012	185000	35000	Yes	Yes
"One  box  with  04
closed (Tea) packets"	Crockery	Mr.  Shaukat  Aziz	PPP	05/11/2012	4000	0	Yes	Yes
"One  Wrist  watch
Corum (No. 2113785)"	Watch	Mr.  Shaukat  Aziz	Military	08/11/2012	165000	31000	Yes	Yes
"One  Wrist  watch
Salvatore  Ferragamo
(No. K11090205)"	Watch	Mr.  Shaukat  Aziz	Military	08/11/2012	45000	7000	Yes	Yes
One souvenir (plate)		Mr.  Shaukat  Aziz		08/11/2012	4000	0	Yes	Yes
"One  wall  hanging
(Cloth)"		Mr.  Shaukat  Aziz		08/11/2012	3500	0	Yes	Yes
"One  Wrist  watch
Movado  automatic
Stainless steel"	Watch	Mr.  Shaukat  Aziz	Military	12/11/2012	135000	25000	Yes	Yes
Wrist  watch  Longines	Watch	Mr.  Shaukat  Aziz	Military	14/11/2012	115000	21000	Yes	Yes
"Wrist  watch  Longines
automatic"	Watch	Mr.  Shaukat  Aziz	Military	14/11/2012	115000	21000	Yes	Yes
"Wrist  watch  Longines
automatic"	Watch	Mr.  Shaukat  Aziz	Military	14/11/2012	115000	21000	Yes	Yes
"Wrist  watch  Longines
automatic"	Watch	Mr.  Shaukat  Aziz	Military	14/11/2012	115000	21000	Yes	Yes
"Wrist  watch  Longines
automatic"	Watch	Mr.  Shaukat  Aziz	Military	14/11/2012	115000	21000	Yes	Yes
Wrist watch Movado	Watch	Mr.  Shaukat  Aziz	Military	14/11/2012	72000	12400	Yes	Yes
Wrist watch Movado	Watch	Mr.  Shaukat  Aziz	Military	14/11/2012	72000	12400	Yes	Yes
Wrist watch Movado	Watch	Mr.  Shaukat  Aziz	Military	14/11/2012	72000	12400	Yes	Yes
Wrist watch Movado	Watch	Mr.  Shaukat  Aziz	Military	14/11/2012	72000	12400	Yes	Yes
Wrist watch Movado	Watch	Mr.  Shaukat  Aziz	Military	14/11/2012	72000	12400	Yes	Yes
Wrist watch Movado	Watch	Mr.  Shaukat  Aziz	Military	14/11/2012	72000	12400	Yes	Yes
Wrist watch Movado	Watch	Mr.  Shaukat  Aziz	Military	14/11/2012	72000	12400	Yes	Yes
Wrist watch Movado	Watch	Mr.  Shaukat  Aziz	Military	14/11/2012	72000	12400	Yes	Yes
One Rolex Wrist watch	Watch	Mr.  Shaukat  Aziz		16/11/2012	350000	68000	Yes	Yes
"One  Wrist  watch
(Makkah  Time)
(Germany)"	Watch	Mr.  Shaukat  Aziz	Bureaucracy	16/11/2012	20000	2000	Yes	Yes
"Gift box containing: -
Dunhill ball pen, wallet
and pair of cufflinks"	Pen	Mr.  Shaukat  Aziz	Bureaucracy	16/11/2012	10000	0	Yes	Yes
"One  Model  of  ship
(silver)"		Mr.  Shaukat  Aziz	PPP	19/11/2012	130000	24000	Yes	Yes
"Wrist  watch  Longines 
(37199720)"	Watch	Mr.  Shaukat  Aziz	Military	19/11/2012	115000	21000	Yes	Yes
"Wrist  watch  Longines
(37199815)"	Watch	Mr.  Shaukat  Aziz	Military	19/11/2012	115000	21000	Yes	Yes
"Wrist  watch  Longines
(37199721)"	Watch	Mr.  Shaukat  Aziz		19/11/2012	115000	21000	Yes	Yes
"Wrist  watch  Longines
(37199529)"	Watch	Mr.  Shaukat  Aziz	Police	19/11/2012	115000	21000	Yes	Yes
"Wrist  watch  Cimier
(6102/5952A10)"	Watch	Mr.  Shaukat  Aziz	Military	19/11/2012	45000	7000	Yes	Yes
"Wrist  watch  Cimier
(6102/3391A11)"	Watch	Mr.  Shaukat  Aziz	Military	19/11/2012	45000	7000	Yes	Yes
"Wrist  watch  Cimier
(6102/2740A7)"	Watch	Mr.  Shaukat  Aziz	Military	19/11/2012	45000	7000	Yes	Yes
"Wrist  watch  Cimier
(6102/2940A7)"	Watch	Mr.  Shaukat  Aziz	Military	19/11/2012	45000	7000	Yes	Yes
"Wrist  watch  Cimier
(6102/3534A11)"	Watch	Mr.  Shaukat  Aziz	Military	19/11/2012	45000	7000	Yes	Yes
"Wrist  watch  Cimier
(6102/2723A7)"	Watch	Mr.  Shaukat  Aziz		19/11/2012	45000	7000	Yes	Yes
"Wrist  watch  Cimier
(6102/2948A7)"	Watch	Mr.  Shaukat  Aziz		19/11/2012	45000	7000	Yes	Yes
"Wrist  watch  Cimier
(6102/2924A7)"	Watch	Mr.  Shaukat  Aziz		19/11/2012	45000	7000	Yes	Yes
Wrist watch Montreusa	Watch	Mr.  Shaukat  Aziz		19/11/2012	45000	7000	Yes	Yes
"Wrist watch Montreusa
(FC-409)"	Watch	Mr.  Shaukat  Aziz		19/11/2012	45000	7000	Yes	Yes
"Wrist watch Montreusa
(FC-409)"	Watch	Mr.  Shaukat  Aziz		19/11/2012	45000	7000	Yes	Yes
"Wrist watch Montreusa
(FC-409)"	Watch	Mr.  Shaukat  Aziz		19/11/2012	45000	7000	Yes	Yes
"Wrist watch Montreusa
(FC-409)"	Watch	Mr.  Shaukat  Aziz		19/11/2012	45000	7000	Yes	Yes
"Wrist watch Montreusa
(FC-409)"	Watch	Mr.  Shaukat  Aziz		19/11/2012	45000	7000	Yes	Yes
"One  Carpet  (Afghan
Made)"	Carpet	Mr.  Shaukat  Aziz	PPP	23/11/2012	20000	2000	Yes	Yes
Wrist Watch Seagull	Watch	Mr.  Shaukat  Aziz	Bureaucracy	11/12/2012	0	0	Yes	Yes
"a. Gent’s  Watch  Gio
Monocco
b. Bracelet  in  Gold  &
Diamond
c. Ear  Ring  in  Gold  &
Diamond
d. One  Ring  Gold  &
Diamond
e. One Ball Pen
f. One  Pair  of
Cufflinks"	Watch	Mr.  Shaukat  Aziz	Judiciary	12/12/2012	745200	72420	Yes	Yes
Wrist  watch  (Baume  &	Watch	Mr.  Shaukat  Aziz		26/12/2012	130000	24000	Yes	Yes
"One  Wrist  Watch
Kuwait limited edition"	Watch	Mr.  Shaukat  Aziz		26/12/2012	70000	12000	Yes	Yes
"Wrist  watch  (Makkah
Time)"	Watch	Mr.  Shaukat  Aziz	Bureaucracy	28/12/2012	20000	2000	Yes	Yes
"One  Wrist  Watch,
Movado"	Watch	Mr.  Shaukat  Aziz		06/02/2013	72000	12400	Yes	Yes
One Carpet	Carpet	Mr.  Shaukat  Aziz	Military	11/02/2013	0	0	Yes	Yes
One Carpet	Carpet	Mr.  Shaukat  Aziz	Military	11/02/2013	0	0	Yes	Yes
"Gold  Piece  (30.01
gram) approx"		Mr.  Shaukat  Aziz	Bureaucracy	14/02/2013	158500	29700	Yes	Yes
One Carpet	Carpet	Mr.  Shaukat  Aziz	PPP	20/02/2013	20000	2000	Yes	Yes
"Gold  Piece  (30.01
gram) approx"		Mr.  Shaukat  Aziz	Bureaucracy	21/02/2013	158500	29700	Yes	Yes
One Carpet	Carpet	Mr.  Shaukat  Aziz	PPP	21/02/2013	45000	7000	Yes	Yes
"One  Wrist  Watch
ESTEEMA-3ATM
Swiss  MOVT
(Stainless Steel)"	Watch	Mr.  Shaukat  Aziz	PPP	12/03/2013	135000	25000	Yes	Yes
"One  Wrist  Watch
BAUME  &  MERCIER
Geneve 1830- Swiss
Made  (Stainless
Steel)"	Watch	Mr.  Shaukat  Aziz	PPP	12/03/2013	112000	20400	Yes	Yes
"One  Painting
“Pharaonic  Painting"		Mr.  Shaukat  Aziz	Bureaucracy	28/03/2013	8500	0	Yes	Yes
One Leather Folder		Mr.  Shaukat  Aziz	Bureaucracy	17/04/2013	2500	0	Yes	Yes
"One  box  containing 
(Artificial  Set  i.e.)
Beaded  Necklace,
Bracelet,  Earrings
and Coasters"		Mr.  Shaukat  Aziz	Bureaucracy	17/04/2013	1500	0	Yes	Yes
"One  wrist  watch
(Precious)"	Watch	Mr.  Shaukat  Aziz	Media	18/04/2013	20000	2000	Yes	Yes
One wrist watch	Watch	Mr.  Shaukat  Aziz	Military	30/04/2013	7000	0	Yes	Yes
One wrist watch	Watch	Mr.  Shaukat  Aziz	Military	30/04/2013	7000	0	Yes	Yes
"One  Pen  (Caran  d’
ACHE)"	Pen	Mr.  Shaukat  Aziz		30/04/2013	6500	0	Yes	Yes
"One  Wrist  watch
(Cartier)  (1565)
(Swiss  Made)
(Stainless Steel)"	Watch	Mr.  Shaukat  Aziz	PPP	02/05/2013	90000	16000	Yes	Yes
One Carpet	Carpet	Mr.  Shaukat  Aziz		02/05/2013	20000	2000	Yes	Yes
"One  Carpet
(Medium Size)"	Carpet	Mr.  Shaukat  Aziz	Military	03/05/2013	20000	0	Auctioned	"Auctioned for
Rs.21,100/-"
"One  Wrist  Watch
Charriol"	Watch	Mr.  Shaukat  Aziz		24/06/2013	95000	17000	Yes	Yes
One Carpet	Carpet	Mr.  Shaukat  Aziz		25/06/2013	20000	2000	Yes	Yes
"(a)  One  wrist  watch
(swiss made)
(b)  One  ball  point
(Mont Blanc)"	Watch	Mr.  Shaukat  Aziz		05/07/2013	75000	0	"Wrist watch
Auctioned for
Rs.42,100/-
One Ball Point
Deposited in
Toshakhana"	"Wrist watch
Auctioned for
Rs.42,100/-
One Ball Point
Deposited in
Toshakhana"
"(a)  One  (Chinese)
wall hanging
(b)  One  DVD  player
(Chinese)"		Mr.  Shaukat  Aziz		12/07/2013	6500	0	Yes	Yes
"One  Decoration
piece  /  souvenir
(Model of Eagle)"	Decoration Pieces	Mr.  Shaukat  Aziz	PMLN	06/08/2013	35000	5000	Yes	Yes
"(a)  One  Leather
floor Mat,
(b)Two  floor
cushions
(c)  One  camel
leather hand bag"		Mr.  Shaukat  Aziz	Bureaucracy	12/08/2013	15000	1000	Yes	Yes
"Mobile  set  Samsung
Galaxy S-II"		Mr.  Shaukat  Aziz		23/08/2013	30000	4000	Yes	Yes
"Mobile  set  Samsung
Galaxy Fame"		Mr.  Shaukat  Aziz		23/08/2013	20000	2000	Yes	Yes
"Mobile  set  (E62)
Chinese  made  K-
Touch"		Mr.  Shaukat  Aziz		23/08/2013	18000	1600	Yes	Yes
"One  carpet
(handmade)"	Carpet	Mr.  Shaukat  Aziz		06/09/2013	40000	6000	Yes	Yes
One carpet	Carpet	Mr.  Shaukat  Aziz		10/09/2013	35000	5000	Yes	Yes
One carpet	Carpet	Mr.  Shaukat  Aziz	Bureaucracy	23/09/2013	20000	2000	Yes	Yes
"(a)  Handmade
herati  bottle  with  4
glasses  (b)Two
boxes of saffron
(c)  Four  suit  piece
(i.e.  handcrafted
cloths  for  Afghani
Shalwar Kameez)"		Mr.  Shaukat  Aziz	PPP	07/10/2013	15000	1000	Yes	Yes
"(a) Two bed Sheets
(b) One Show Piece"		Mr.  Shaukat  Aziz		07/10/2013	9500	0	Yes	Yes
"One  silk  scarf
(Green Color)"		Mr.  Shaukat  Aziz	PPP	07/10/2013	1000	0	Yes	Yes
"One  Lapis  Lazuli
Bowl (large)"		Mr.  Shaukat  Aziz	Military	08/10/2013	15000	0	Auctioned	"Auctioned for 
Rs.20,100/-"
"One  Lapis  Lazuli
Bowl (small)"		Mr.  Shaukat  Aziz		08/10/2013	8500	0	Yes	Yes
"One Lapis Lazuli Box
(small)"		Mr.  Shaukat  Aziz	Military	08/10/2013	8000	0	Yes	Yes
"One Lapis Lazuli Box
(small)"		Mr.  Shaukat  Aziz	Military	08/10/2013	8000	0	Yes	Yes
"One Lapis Lazuli Box
(small)"		Mr.  Shaukat  Aziz		08/10/2013	8000	0	Yes	Yes
"(a)  One  Bed
spread/sheet  (with
case) (Valeron Jakar
NV  TK  Glossary
240x220 TAS)
(b)  One  silver  bowl
(with case)"		Mr.  Shaukat  Aziz		09/10/2013	15000	1000	Yes	Yes
"One  desk  clock
(Hakuichi)"		Mr.  Shaukat  Aziz		09/10/2013	1600	0	Auctioned	"Auctioned for 
Rs.2,050/-"
"One  (replica  of  the
silk)  painting  (i.e.
one  hundred  horses
by  lang  shining  of
Qing  Dynasty  of
China)"		Mr.  Shaukat  Aziz	PPP	23/10/2013	10000	0	Yes	Yes
"One  (underglaze
Blue  and  White)
vase  with  Gold
Painted"	Decoration Pieces	Mr.  Shaukat  Aziz	PPP	23/10/2013	6500	0	Yes	Yes
"(a) One sword.
(b) One  Piece  of
Oud Wood.
(c)  One  piece  of
Ghalaf Kaba
(d)  One  Burner
(Golden).
(e)  One  Model  of
Makkah Tower.
(f)  One  Box
containing:-
(i) One Necklace.
(ii) One Ring.
(iii) One Bracelet.
(iv)  One  Pair  of  ear
Ring"	Decoration Pieces	Mr.  Shaukat  Aziz	PMLN	24/10/2013	2711000	540200	Yes	Yes
Rolex Wrist watch	Watch	Mr.  Shaukat  Aziz	Military	24/10/2013	470000	92000	Yes	Yes
"(a) One Bowl
(b)  One  Turkish
Delight (Pistachio)
(c) One Chocolate"	Decoration Pieces	Mr.  Shaukat  Aziz	PMLN	24/10/2013	9000	0	Yes	Yes
"(a)  One  Ceramic
Plate
(b)  One  Ceramic
Aftaba"		Mr.  Shaukat  Aziz		01/11/2013	9500	0	Yes	Yes
"(a)One  Rolex  W/
Watch  Oyster
Perpetual  N  Series
0835D018
(b)One  Pair  of
Cufflinks  with  Pen
Cartier.
(c)Four  (04)
commemorative
coins  of  the  Central
bank of Kuwait"	Watch	Mr.  Shaukat  Aziz	PMLN	12/11/2013	1225000	243000	Yes	Yes
"(a) One carpet
(b)  One  hand  made
herati  bottle  with  4
glasses  decorated
with Silver"	Carpet	Mr.  Shaukat  Aziz	PMLN	12/11/2013	43500	6700	Yes	Yes
"(a)One  decoration
piece.
(b) One Holy Quran"	Decoration Pieces	Mr.  Shaukat  Aziz	PMLN	12/11/2013	20000	2000	Yes	Yes
One flower vase	Decoration Pieces	Mr.  Shaukat  Aziz	PMLN	12/11/2013	8000	0	Yes	Yes
"One  bowl  with
Sweets"		Mr.  Shaukat  Aziz	PMLN	12/11/2013	6500	0	Yes	Yes
One box (Glass)		Mr.  Shaukat  Aziz	PMLN	12/11/2013	6000	0	Yes	Yes
"One  Qehwa  Set  (10
pcs)"		Mr.  Shaukat  Aziz	PMLN	12/11/2013	4000	0	Yes	Yes
Pair  of Candle  stand		Mr.  Shaukat  Aziz		12/11/2013	0	0	Yes	Yes
"One  carpet
(Handmade)"	Carpet	Mr.  Shaukat  Aziz		27/11/2013	45000	7000	Yes	Yes
"One  table  clock
(Chopard)"		Mr.  Shaukat  Aziz		27/11/2013	45000	7000	Yes	Yes
"One  wrist  watch
Hamilton"	Watch	Mr.  Shaukat  Aziz		27/11/2013	30000	4000	Yes	Yes
Two Ceramic Vases	Decoration Pieces	Mr.  Shaukat  Aziz		02/12/2013	10000	0	Yes	Yes
"One  Cigar  Box
(empty)"	Cigar/Cigarettes	Mr.  Shaukat  Aziz	Military	03/12/2013	8000	0	Yes	Yes
"One Cigar  Box
(empty)"	Cigar/Cigarettes	Mr.  Shaukat  Aziz		03/12/2013	8000	0	Yes	Yes
One  Cigar  Box	Cigar/Cigarettes	Mr.  Shaukat  Aziz		03/12/2013	8000	0	Yes	Yes
"One  Cigar  Box
(empty)"	Cigar/Cigarettes	Mr.  Shaukat  Aziz	Military	03/12/2013	8000	0	Yes	Yes
"One  Wrist  Watch
Giovanni Ferraris"	Watch	Mr.  Shaukat  Aziz		10/12/2013	300000	0	Auctioned	"Auctioned for 
Rs.105,000/-"
"One  Decoration
Piece"	Decoration Pieces	Mr.  Shaukat  Aziz		30/12/2013	8000	0	Yes	Yes
"Three  Wrist  Watches
(Festina)
Chronograph"	Watch	Mr.  Shaukat  Aziz	Military	02/01/2014	40000	4000	Yes	Yes
"Silver  scent  /
Dispenser"		Mr.  Shaukat  Aziz		10/01/2014	7500	0	Yes	Yes
One Silver Tray		Mr.  Shaukat  Aziz	Military	22/01/2014	20100	0	Auctioned	"Auctioned for 
Rs.27,500/-"
"One  Wrist  Watch
(Eval)"	Watch	Mr.  Shaukat  Aziz	Military	22/01/2014	12000	0	No	No
"One  wrist  Watch
(Timex)  with  Chain
Golden Dial"	Watch	Mr.  Shaukat  Aziz	Military	22/01/2014	6000	0	Auctioned	"Auctioned for 
Rs.6,050/-"
"Set  of  Ballpoint  pens
i.e.  (Pair  of  Cartier
two  ball  pens  and  a
pen)"	Pen	Mr.  Shaukat  Aziz		03/02/2014	90000	16000	Yes	Yes
"Set  of  Ballpoint  (Pair
of  Cartier  one
ballpoint + one pen)"	Pen	Mr.  Shaukat  Aziz	Military	03/02/2014	70000	12000	Yes	Yes
Flower Vase (small)	Decoration Pieces	Mr.  Shaukat  Aziz		03/02/2014	10000	0	Yes	Yes
"One  Wrist  watch
(bvlgari)"	Watch	Mr.  Shaukat  Aziz	Bureaucracy	26/02/2014	95000	17000	Yes	Yes
"One  Carpet  (Afghan)
(6x3 feet approx.)"	Carpet	Mr.  Shaukat  Aziz		27/02/2014	25000	3000	Yes	Yes
"(a)One wooden box.
(b)One  shield
(metallic)"		Mr.  Shaukat  Aziz		27/02/2014	10000	0	Yes	Yes
"(a) Lady’s wrist watch
(Philip Stein)
(b) Ear rings (One Set
White  Gold  with
Diamond & Stone)
(c)  Men’s  wrist  watch
(Van  Der  Bauwede
Geneve)
(d) Cufflink (One set)
(e)  Ring  (One  Set,
White  Gold  with
Diamond & Stone)
(f)  Pen  (Tiffany  &  Co,
Germany)
(g)  Bracelet  (One  Set
White  Gold  with
Diamond & Stone)"	Watch	Mr.  Shaukat  Aziz		28/02/2014	591000	116200	Yes	Yes
One wrist watch	Watch	Mr.  Shaukat  Aziz	Media	03/03/2014	65000	10000	Yes	Yes
One Carpet	Carpet	Mr.  Shaukat  Aziz		03/03/2014	12000	400	Yes	Yes
"One  Carpet  (Atilla
Golden,  design
No.608)"	Carpet	Mr.  Shaukat  Aziz		03/03/2014	20000	0	Auctioned	"Auctioned for 
Rs.22,000/-"
"(a) One Carpet
(b) Silver Shield
(c)  Framed
Photograph  of  Bala"	Carpet	Mr.  Shaukat  Aziz		03/03/2014	17500	0	"(a) Carpet
displayed at PM
House
(b) Silver Shield
Displayed at Army
Museum
(c) One framed"	"(a) Carpet
displayed at PM
House
(b) Silver Shield
Displayed at Army
Museum
(c) One framed"
"(a)  One  Box
containing  Ghalaf-e-
Kaba
(b)  One  Model  of
Makkah Tower."		Mr.  Shaukat  Aziz	PMLN	05/03/2014	35000	5000	Yes	Yes
"Ceramic  vase  (Blue  &
White)"	Decoration Pieces	Mr.  Shaukat  Aziz	PMLN	05/03/2014	8000	0	Gift retained	Gift retained
"(a)  One  Decorated
bowl
(b)  One  Stamp  with
inkpot"		Mr.  Shaukat  Aziz	PMLN	05/03/2014	6600	0	Yes	Yes
"(a)  One  Model  of
Pearl Tower.
(b)  One  Model
(Broken)"		Mr.  Shaukat  Aziz	PMLN	05/03/2014	6000	0	Yes	Yes
"One  Wall  hanging
Scenery"		Mr.  Shaukat  Aziz	PMLN	05/03/2014	2500	0	Yes	Yes
"(a)Commutative
certificate  for
Ascending  the  Great
Wall  at  Badaling  of
China.
(b)One  book  “The
Palace Museum”
(c)One  book
“Gathering  of  Heads
on the Great Wall”
(d)Framed  picture
(Night at Badaling)"		Mr.  Shaukat  Aziz	PMLN	05/03/2014	0	0	Yes	Yes
"(a)  One  Frame
(Peking University)
(b)  One  Frame
(Pakistan  Study"		Mr.  Shaukat  Aziz	PMLN	05/03/2014	0	0	Yes	Yes
"(a) Lady’s wrist watch
(Philip Stein)
(b) Men’s wrist watch.
(Monaco)
(c) Ear ring.
(d) Ring.
(e) Bracelet.
(f) Cufflink (one set)
(g) Pen (Waldmarr)"	Watch	Mr.  Shaukat  Aziz		07/03/2014	591000	116200	Yes	Yes
"(a)  Wrist  watch
(Eloga)
(b)  Wrist  watch  (Van
Der  Bauwede)  with
silver stones.
(c) Ballpoint (Tifany &
Co.)
(d)  One  Ring  with
silver stones.
(e)  One  Bracelet  with
silver stones."	Watch	Mr.  Shaukat  Aziz	Military	12/03/2014	379250	0	"Pair of cufflinks
Deposited in
Toshakhana.
Other Gifts
Auctioned
(a) For
Rs.38,000/-
(b) For
Rs.35,110/-
(c) For Rs.2,505/-
(d) For
Rs.53,000/-"	"Pair of cufflinks
Deposited in
Toshakhana.
Other Gifts
Auctioned
(a) For
Rs.38,000/-
(b) For
Rs.35,110/-
(c) For Rs.2,505/-
(d) For
Rs.53,000/-"
Model of three horses		Mr.  Shaukat  Aziz	PMLN	14/03/2014	350000	0	"Displayed at
President
Secretariat"	"Displayed at
President
Secretariat"
"One Wrist watch (Van
Der Bauwede)"	Watch	Mr.  Shaukat  Aziz	Military	14/03/2014	50000	0	Auctioned	"Auctioned for
Rs.17,500/-"
"One  Rolex  Wrist
watch  Ref  Montre
116201  Oyster
Perpetual"	Watch	Mr.  Shaukat  Aziz	Military	20/03/2014	775000	153000	Yes	Yes
"One  wrist  watch
“Bovet  1822”
(No.011457)
(automatic)"	Watch	Mr.  Shaukat  Aziz	PMLN	20/03/2014	750000	148000	Yes	Yes
"One  wrist  watch
(ladies)  Chopard
(No.1793276-8509)"	Watch	Mr.  Shaukat  Aziz	PMLN	20/03/2014	380000	74000	Yes	Yes
"One  wrist  watch
(Concord)"	Watch	Mr.  Shaukat  Aziz		21/03/2014	75000	13000	Yes	Yes
"One  wrist  watch,
Sandoz  Stainless
Steel"	Watch	Mr.  Shaukat  Aziz	Military	21/03/2014	30000	4000	Yes	Yes
"One  wrist  watch,
Vacheron Constantine"	Watch	Mr.  Shaukat  Aziz		24/03/2014	660000	130000	Yes	Yes
"One  wrist  watch,
Sandoz watch"	Watch	Mr.  Shaukat  Aziz		27/03/2014	30000	4000	Yes	Yes
A  box  containing  one		Mr.  Shaukat  Aziz		28/03/2014	270000	52000	Amount	Amount
One carpet	Carpet	Mr.  Shaukat  Aziz	Bureaucracy	31/03/2014	15000	1000	Yes	Yes
"Rolex Wrist Watch Ref
Montre  116233
Oyster Perpetual"	Watch	Mr.  Shaukat  Aziz	Military	02/04/2014	875000	0	Auctioned	"Auctioned for
Rs.680,085/-"
Small box		Mr.  Shaukat  Aziz	Military	03/04/2014	4500	0	Yes	Yes
"(a)Two Candle Stands
(b)Two bowls (yellow)"		Mr.  Shaukat  Aziz	PMLN	14/04/2014	8000	0	Yes	Yes
One Onyx Box (small)		Mr.  Shaukat  Aziz	Military	14/04/2014	5000	0	Yes	Yes
Onyx Box (small)		Mr.  Shaukat  Aziz	Military	14/04/2014	5000	0	Yes	Yes
"Key & Coat Pin (Kabul
Municipality)"		Mr.  Shaukat  Aziz	PMLN	14/04/2014	500	0	Yes	Yes
"Mobile Phone (Huawei
G610)"	Phone	Mr.  Shaukat  Aziz		22/04/2014	20000	2000	Yes	Yes
"A  box  containing  one
ball  pen,  one  key
chain,  cufflinks  and
one Tashbeeh"	Pen	Mr.  Shaukat  Aziz	Military	28/04/2014	1000	0	Auctioned	"Auctioned for
Rs.2,050/-"
One flower vase	Decoration Pieces	Mr.  Shaukat  Aziz	PMLN	29/04/2014	5000	0	Yes	Yes
"One  wrist  watch
Boucheron Automatic"	Watch	Mr.  Shaukat  Aziz		30/04/2014	310000	60000	Yes	Yes
"(a)  One  w/watch
(Chopard)
(No.1707584)
(b)  One  w/watch
(Hublot)  Geneve
No.852659"	Watch	Mr.  Shaukat  Aziz		05/05/2014	345000	67000	Yes	Yes
"(a)Wood Shield China
(b)Xi’an  Polytechnic
University Plat.
(c)Chinese  Shadow
Play  in  Huaxian
Country  of  Shaanxi
Province.
(d)Xi’an  University  of
Technology (Broken)
(e)Xi’an  Polytechnic
University Book.
(f)Xi’an  China  24KGP
Plat.
(g)Moon  Vehicle
Sample."		Mr.  Shaukat  Aziz		06/05/2014	8150	0	"Sr. (g) deposited
in Tk
Rest gifts
displayed at
National Archives
of Pakistan"	"Sr. (g) deposited
in Tk
Rest gifts
displayed at
National Archives
of Pakistan"
"One wrist  watch
(Longines)"	Watch	Mr.  Shaukat  Aziz		20/05/2014	40000	6000	Yes	Yes
"(a)Small  (4)  tea  cups
with saucers.
(b)Tieh Kwan Yin Tea"	Crockery	Mr.  Shaukat  Aziz	Military	28/05/2014	5000	0	Gifts retained	Gifts retained
"(a)Jay-e-Namaz
(b)Stone Jewelry box"		Mr.  Shaukat  Aziz		02/06/2014	6500	0	Auctioned	"Auctioned
(a) for Rs.6,650/-"
"One  table  watch
(Quartz) embedded in
glass shield"	Watch	Mr.  Shaukat  Aziz	Military	04/06/2014	500	0	Yes	Yes
"One  Wallet  alongwith
0.5 Euro Coin"		Mr.  Shaukat  Aziz	Military	04/06/2014	150	0	Yes	Yes
Four shields		Mr.  Shaukat  Aziz	Military	04/06/2014	0	0	Yes	Yes
One shield		Mr.  Shaukat  Aziz	Military	04/06/2014	0	0	Yes	Yes
One shield		Mr.  Shaukat  Aziz	Military	04/06/2014	0	0	Yes	Yes
"A  box  containing  one
purse,  key  chain  and
one ball pen"	Pen	Mr.  Shaukat  Aziz	Military	24/06/2014	6000	0	Yes	Yes
"One  carpet
(handmade)"	Carpet	Mr.  Shaukat  Aziz		26/06/2014	40000	6000	Yes	Yes
"Fuji  Films  Camera
Finepix Model S4850"		Mr.  Shaukat  Aziz	Military	30/06/2014	30000	4000	Yes	Yes
"Pioneer  (Chinese)  G-
71 Tab"		Mr.  Shaukat  Aziz	Military	30/06/2014	10000	0	Yes	Yes
"(a) One vase+
Two Album (CICA)
(b)  1xbag  with  two
ballpen,  two  writing
pad  and  box  with  6
coat pin.
2x photographs."	Decoration Pieces	Mr.  Shaukat  Aziz	PMLN	11/07/2014	8500	0	Yes	Yes
"One Shawl &
One  box  of  Chinese
folk songs"		Mr.  Shaukat  Aziz	PMLN	11/07/2014	4000	0	Yes	Yes
"One  Bag  containing
two  ballpen,  two
writing  pad  and  6
coat pin"		Mr.  Shaukat  Aziz	Military	11/07/2014	3500	0	Yes	Yes
"One  Bag  with  two
ballpen,  two  writing
paid and 6 coat pin"		Mr.  Shaukat  Aziz		11/07/2014	3500	0	Yes	Yes
"One  Bag  with  two
ballpen,  two  writing
paid and 6 coat pin"		Mr.  Shaukat  Aziz	Military	11/07/2014	3500	0	Yes	Yes
